Pattern String,Comment,Pattern Category,Pattern Type,Where in website?,Deceptive?,Website Page
,More expensive option is default,Misdirection,Pressured Selling,Product Page,No,https://www.discountcontactlenses.com/discount-contacts/dailies-aquacomfort-plus-90-pack-contact-lenses/308
Would you like to buy more and save more?,Two popups to buy more,Misdirection,Pressured Selling,Product Page,No,https://www.evine.com/Product/739-887?icid=HP1-_-F-_-TTV739887-_-013119
FANSTASTIC DEALS,Popup on cart page asks you to add more,Misdirection,Pressured Selling,Cart Page,No,"https://www.fashionworld.co.uk/shop/burnout-t-shirt/rg900/product/details/show.action?pdBoUid=9196#colour:White,size:"
Add on something to make it extra special!,Asked to buy more,Misdirection,Pressured Selling,Product Page,No,https://www.fnp.com/gift/colourful-mixed-roses-bouquet?pos=7&ia=y
,Adds products to cart worth $30 even though $20 is the minimum for a purchase with the VIP membership,Misdirection,Pressured Selling,Product Page,No,https://www.grove.co/catalog/product/meyers-hand-lotion/?v=1308
ADD FOR BETTER RESULTS,When you hit checkout you're shown more products to add to cart,Misdirection,Pressured Selling,Cart Page,No,https://www.hairfinity.com/us/en/shop/1-month-supply-hairfinity-vitamins-autoship
"""Your purchase entitles you to the following special""",Two popups ask you to buy more.,Misdirection,Pressured Selling,Product Page,No,https://www.jrcigars.com/item/garcia-y-vega/english-corona/gvecp
,Default quantity is 3,Misdirection,Pressured Selling,Product Page,No,https://www.justformen.com/control-gx-shampoo.html
Limited-time Offer: Bundle a base and get 20% off,Popup asks to buy more,Misdirection,Pressured Selling,Product Page,No,https://www.leesa.com/products/sapira-mattress
Lenscap: Damage Only,Insurance selected by default in the dropdown. The coverage price is $1.00.,Misdirection,Pressured Selling,Cart Page,No,https://www.lensrentals.com/rent/circular-polarizing-filter-77mm
Professional Color Tool Kit / Addons,"After membership decline, you get two popups that upsell",Misdirection,Pressured Selling,Product Page,No,https://www.madison-reed.com/product/firenze-brown
Want a special deal? Bundle and SAVE UPTO30%,Popup asking to buy more through bundles,Misdirection,Pressured Selling,Product Page,No,https://www.manscaped.com/products/crop-cleanser-manscaping?variant=5187650519081
Protect Your Gear,Adding to cart results in insurance popup,Misdirection,Pressured Selling,Product Page,No,https://www.musiciansfriend.com/pro-audio/gemini-pa-300bt-portable-line-array-column-pa-speaker-system
Grab yourself a bargain!,Add a product to cart and the website will urge youto buy more,Misdirection,Pressured Selling,Product Page,No,https://www.mymemory.co.uk/oneo-drive-car-air-vent-mount-holder.html
Other Items On Special Offer:,Upselling popup,Misdirection,Pressured Selling,Product Page,No,https://www.ottega.com/collections/watches/products/the-immaculate?variant=29803056914
Want to add one of these?,Popup after adding to cart,Misdirection,Pressured Selling,Product Page,No,https://www.pictureline.com/products/canon-6d-mark-ii-digital-camera-body-kit
NO THANKS,Extra popup appears on in the cart page,Misdirection,Pressured Selling,Product Page,No,https://www.popsockets.com/collections/swappable/products/blue-nebula
GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,Popup urging you to buy insurance.,Misdirection,Pressured Selling,Product Page,No,https://www.smokecartel.com/products/upc-24mm-slim-straight-tube
Customers also bought,"Popup appears telling you to buy more after you hit ""Proceed to Checkout""",Misdirection,Pressured Selling,Cart Page,No,https://www.spartanarmorsystems.com/ar550-body-armor-shooters-cut-and-spartan-plate-carrier-entry-level-package/
OUR BEST SELLING GOGGLE,Add product to cart results in a popup asking you to also buy the Glasses,Misdirection,Pressured Selling,Cart Page,No,https://www.speedousa.com/fastskin-lzr-pure-intent-jammer-style-7725000?Color=Black%2FRose%20Gold&Size=25&replaceItem=true&skuNumber=00027556318762
Let's make sure you have everything else you need,Two screens to deny items,Misdirection,Pressured Selling,Cart Page,No,https://www.supply.com/toto-ultramax-ii-one-piece-toilet-ms604114cefg-11-colonial-white/p19707
Would you like to purchase an Extended Protection Plan?,Popup asking you to buy this plan,Misdirection,Pressured Selling,Product Page,No,https://www.wineenthusiast.com/storage/wine-refrigerators/6-50-bottle-wine-refrigerators.asp?fpid=17927
Score! You've Qualified for a Checkout Bonus,Popup asking to buy more.That's the regular price for the item. It's not a special price because of the items in the cart,Misdirection,Pressured Selling,Product Page,No,https://www.wisefoodstorage.com/online-specials/wise-flash-deals.html
Subscribe & Save (15%): $ 16.99,Subscription is default,Misdirection,Pressured Selling,Product Page,No,https://dazzlepro.com/collections/home-page/products/lumi-white-activated-charcoal-teeth-whitening
,Auto-delivery is default,Misdirection,Pressured Selling,Product Page,No,https://gettoppik.com/products
With 1-year Care Subscription 10 days history,More expensive option is default between the two. Also the $99/yr is the most expensive,Misdirection,Pressured Selling,Product Page,No,https://petcube.com/store/product/play/
,Subscription is default,Misdirection,Pressured Selling,Product Page,No,https://sated.com/collections/sated/products/sated-keto-meal-shake-naturally-sweetened
,More expensive is default,Misdirection,Pressured Selling,Product Page,No,https://www.1800flowers.com/florist-delivered-wonderful-wishes-167006?categoryId=400064999
,VIP membership default,Misdirection,Pressured Selling,Product Page,No,https://www.adoreme.com/designer-collection/amelie-plus
Subscribe & Save,Product detail. Defaults to most expensive.,Misdirection,Pressured Selling,Product Page,No,https://www.amazon.co.uk/Fairy-Platinum-DishWashing-Tablets-Capsules/dp/B074KKMX11?ref_=Oct_BSellerC_3576360031_4&pf_rd_p=c0a63e63-a67f-5424-ba45-fa3a1325e406&pf_rd_s=merchandised-search-10&pf_rd_t=101&pf_rd_i=3576360031&pf_rd_m=A3P5ROKL5A1OLE&pf_rd_r=8CX2CQRE12DTJKH2N5ET&th=1
,Default is more expensive than the other options ,Misdirection,Pressured Selling,Product Page,No,https://www.avasflowers.net/product/dreaming-of-tuscany-bouquet
,VIP membership option is default if you don't make a choice in the popup.,Misdirection,Pressured Selling,Cart Page,No,https://www.fabletics.ca/product?id=7941769&psrc=also%5Flove
,Default is more expensive,Misdirection,Pressured Selling,Product Page,No,https://www.flowershopping.com/daisy-daydreams/
,More expensive is default,Misdirection,Pressured Selling,Product Page,No,https://www.ftd.com/product/beyond-blue-bouquet-blue-white-prd-cdb
,VIP membership option is default if you don't make a choice in the popup.,Misdirection,Pressured Selling,Cart Page,No,https://www.justfab.co.uk/products/Mid-Rise-Skiiny-Jeans-With-Pocket-Stitching-SY1827461-4038?psrc=Seasonal_Shop_UK_-_Essential_Story_-_Template_1_-_1808
,VIP membership option is default if you don't make a choice in the popup.,Misdirection,Pressured Selling,Cart Page,No,https://www.justfab.com/products/Faux-Suede-Pant-PT1618153-0001
"You choose: just one box, or a  Madison Reed Membership?",Membership is default,Misdirection,Pressured Selling,Product Page,No,https://www.madison-reed.com/product/firenze-brown
,Subscription is default,Misdirection,Pressured Selling,Product Page,No,https://www.manscaped.com/products/crop-cleanser-manscaping?variant=5187650519081
,Default is more expensive,Misdirection,Pressured Selling,Product Page,No,https://www.mylola.com/products/applicator-tampons
,Subscription default,Misdirection,Pressured Selling,Product Page,No,https://www.onnit.com/alphabrain/?pid=6185
,Subscription is default,Misdirection,Pressured Selling,Product Page,No,https://www.petshop.co.uk/Go-Native-Chicken-Grain-Free-Dog-Food-4kg
,VIP membership is default,Misdirection,Pressured Selling,Cart Page,No,https://www.savagex.com/shop/balconette-bra-ba1930861-0531-8066440
,More expensive is default,Misdirection,Pressured Selling,Product Page,No,https://www.sendflowers.com/product/hugs_and_kisses.htm
,VIP membership option is default if you don't make a choice in the popup.,Misdirection,Pressured Selling,Cart Page,No,https://www.shoedazzle.com/products/FEELIN-A-LITTLE-DRUZY-BRACELET-BE1831873-2720?psrc=shop_accessories_new-arrivals
,Product detail. 2 bottles is default.,Misdirection,Pressured Selling,Product Page,No,https://www.wineaccess.com/catalog/2014-lange-winery-pinot-noir-three-hills-cuvee-willamette-valley_5021ca0a-94d5-401d-bf21-f8db8e551705/
Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,Popup asking you to buy more,Misdirection,Pressured Selling,Product Page,No,https://www.shavershop.com.au/search?cgid=root&prefn1=brand&prefv1=Philips
Shipping Insurance Remove Insurance,Shipping insurance is default,Sneaking,Sneak into Basket,Product Page,Depends,https://winebarrel.com/cart/cart_view.cfm?CFID=26622368&CFTOKEN=c71ae4493255be25-E49705D0-D675-6431-8711AB2F3A1FF211
,Adds warranty to basket. It's preselected.,Sneaking,Sneak into Basket,Product Page,Depends,https://www.airportappliance.com/dishwashers/dishwashers/built-in-dishwashers/GDT695SSJSS/
,Adds a card to basket,Sneaking,Sneak into Basket,Product Page,Depends,https://www.avasflowers.net/product/dreaming-of-tuscany-bouquet
,Extra product in cart along with free gift. Sneaked in using checkbox.,Sneaking,Sneak into Basket,Product Page,Depends,https://www.cellularoutfitter.com/collections/universal-accessories/products/felt-wool-smartphone-sleeve-gray-felt-01
,"With the laptop, you also get an insurance",Sneaking,Sneak into Basket,Product Page,Depends,https://www.laptopoutlet.co.uk/asus-vivobook-l403na-fa055ts-14-laptop-intel-pentium-n4200-1-1-ghz-2-5-ghz-turbo-quad-core-processor-4gb-ram-64gb-storage-windows-10-90nb0dt1-m01690.html
SUPPORT THE AMERICAN SUPRESSOR ASSOCIATION,$1.00 donation is default,Sneaking,Sneak into Basket,Cart Page,Depends,https://www.silencershop.com/s-w-m-p-shield-threaded-barrel.html
Purchase protection added,Adds insurance by default,Sneaking,Sneak into Basket,Product Page,Depends,https://www.templeandwebster.com.au/Chaz-Cotton-Cushion-9313760494646-KASK2253.html?event_id=10969
What people are saying about us...,Origin unclear,Social Proof,Testimonials of Uncertain Origin,Product Page,No,https://biofinest.com/en/home/445-barley-grass-juice-powder-organic-superfood.html
,Origin unclear,Social Proof,Testimonials of Uncertain Origin,Product Page,No,https://canna-pet.com/testimonials/
,Origin unclear,Social Proof,Testimonials of Uncertain Origin,Product Page,No,https://hairmax.com/pages/written-testimonials
,Origin unclear,Social Proof,Testimonials of Uncertain Origin,Home Page,No,https://wildwoodguitars.com/testimonials/
,Origin unclear,Social Proof,Testimonials of Uncertain Origin,Product Page,No,https://www.bugasalt.com/pages/testimonials
,Origin unclear,Social Proof,Testimonials of Uncertain Origin,Product Page,No,https://www.chicagomusicexchange.com/pages/testimonials
,Same testimonials on https://www.ealerjerseys.com/Testimonials-n119798.html,Social Proof,Testimonials of Uncertain Origin,Product Page,Yes,https://www.coolhockey.com/ca/customer-testimonials
,"Navigation option. Seem to be sourced from Instagram influencers. The website also has a influencer marketing campaign option on its page. Also search for #teamhairfinity on instagram, many have #ad.",Social Proof,Testimonials of Uncertain Origin,Other Page,No,https://www.hairfinity.com/us/en/testimonials/
,Origin unclear,Social Proof,Testimonials of Uncertain Origin,Home Page,No,https://www.manscaped.com/
,Origin unclear,Social Proof,Testimonials of Uncertain Origin,Product Page,No,https://www.mylola.com/products/cardboard-applicator-tampons
,Origin unclear,Social Proof,Testimonials of Uncertain Origin,Other Page,No,https://www.rosenbergshoes.com.au/dr-martens/1460-8-eye
,Origin unclear,Social Proof,Testimonials of Uncertain Origin,Product Page,No,https://www.spanx.com/bra-llelujah-collection/bra-llelujah-full-coverage-bra
"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",,Misdirection,Trick Questions,Checkout Process,No,https://loaf.com/products/humblebum-sofa?size=small&colour=thatch-house-fabric
Uncheck the box if you prefer not to receive email updates.,Double negative,Misdirection,Trick Questions,Product Page,No,https://www.bcbg.com/en/desert-flower-strappy-bikini-top/695159793264.html
LOGIN/REGISTER,Hover over login and register appears with only facebook,Misdirection,Trick Questions,Product Page,No,https://www.fashionphile.com/
Want Free Shipping?,You get free shipping over 75$ even without entering data in the popup,Misdirection,Trick Questions,Home Page,No,https://www.filtersfast.com/
"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",Double negative,Misdirection,Trick Questions,Checkout Process,No,https://www.gshock.com/watches/master-of-g/gg1000-1a
Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,,Misdirection,Trick Questions,Checkout Process,No,https://www.littlewoodsireland.ie/account/register.page?
"""We'd love to send you emails with offers and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box.",Checkout page,Misdirection,Trick Questions,Checkout Process,No,https://www.newbalance.co.uk/nb1/nb1-990v3/US990MC3-BLANK.html?PROD=5912954&designId=5912954
I already have this item. Do not add this to cart,Appears after you click,Misdirection,Trick Questions,Cart Page,No,https://www.supply.com/toto-ultramax-ii-one-piece-toilet-ms604114cefg-11-colonial-white/p19707
"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",,Misdirection,Trick Questions,Checkout Process,No,https://www.very.co.uk/aruba-outdoor-2-seaternbspmodular-sofa-set/1600200267.prd
,Adds free product to show and inflate discount,Misdirection,Visual Interference,Cart Page,No,https://buymobile.com.au/products/samsung-galaxy-s10-plus-g9750-8gb-ram-512gb-4g-lte?variant=18226676858995
,Popup spin wheel always lands at $10 off,Misdirection,Visual Interference,Product Page,Yes,https://tartecosmetics.com/en_US/makeup/face/foundation/water-foundation-broad-spectrum-spf-15/846733027378.html
Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,Adds free item to inflate discount,Misdirection,Visual Interference,Product Page,No,https://www.adameve.com/adult-sex-toys/vibrators/clit-vibrators/sp-satisfyer-pro-next-generation-104151.aspx
I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,Opt out is not framed as a button,Misdirection,Visual Interference,Product Page,No,https://www.brandalley.co.uk/15690982.html
Compare at,Shown for all. Not defined,Misdirection,Visual Interference,Product Page,No,https://www.cspcart.com/products/microsoft-office-2019-professional-pc
Spin to unlock your mystery offer,Deterministic spinner,Misdirection,Visual Interference,Product Page,Yes,https://www.darngoodyarn.com/collections/featured-products/products/balanced-seven-chakra-keychain
,Website adds free items to show discount even if original is not on discount,Misdirection,Visual Interference,Cart Page,No,https://www.dyson.co.uk/sticks/dyson-v6-cord-free.html
Order without free membership $69.95,Option without membership is in gray,Misdirection,Visual Interference,Product Page,No,https://www.exposedskincare.com/products/basic-kit/
